Dia	Utt	Rank_First	Rank_Second	Rank_Third
93	0	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
93	3	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
93	4	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
93	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
93	8	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
95	2	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
95	3	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
95	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
95	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
95	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
95	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
96	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
96	3	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
96	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
96	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
96	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
96	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
99	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
99	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
99	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
99	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
101	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
101	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
101	6	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
101	7	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
101	8	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
101	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
101	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
102	2	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
102	4	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
102	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
103	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
103	1	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
103	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
103	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
103	7	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
104	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	12	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
104	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	14	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	16	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
104	18	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
106	0	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
106	1	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
106	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
106	5	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
106	6	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
106	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
107	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
107	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
107	2	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
107	3	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
107	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
109	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
109	2	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
109	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
109	5	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
109	6	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
109	7	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
109	9	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
109	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
110	3	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
110	4	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
110	5	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
111	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
111	3	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
111	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
111	5	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
112	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
112	1	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
112	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
112	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
112	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
112	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
112	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
112	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
112	12	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
112	13	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
112	14	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
112	15	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
112	16	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
113	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
113	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
113	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
113	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
113	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
114	2	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
114	3	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
114	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
115	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
115	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
115	4	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
115	5	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
115	6	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
115	7	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
115	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
116	0	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
116	1	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
116	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
116	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
116	4	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
116	5	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
116	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
116	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
116	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
116	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	5	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
117	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	11	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
117	13	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
117	14	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	16	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	17	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	18	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	19	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
117	20	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	21	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	22	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
117	23	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	24	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	25	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	26	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
117	27	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
117	28	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
117	29	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	31	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
117	32	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
119	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
119	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
119	2	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
121	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
121	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
121	2	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
121	4	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
121	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
121	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
121	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
121	10	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
121	11	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
121	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
121	13	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
